proto,service,spkts,dpkts,sbytes,dbytes,dur,state,attack_cat,label
UDP,dns,8,71,2251,7602,0.15161053314468165,INT,Generic,1
TCP,ftp,51,33,2961,9856,0.6475951464510935,CON,Exploits,1
UDP,-,56,53,3103,9392,0.33135210616597155,REQ,Fuzzers,1
TCP,http,27,54,1151,4707,0.4045248500575196,FIN,Normal,0
UDP,dns,93,39,4848,3982,0.018111296269241905,INT,Generic,1
TCP,ftp,17,77,1082,6836,0.6104179402952201,CON,Exploits,1
UDP,-,28,33,3910,8339,0.17351658083631216,REQ,Fuzzers,1
TCP,http,9,14,81,8568,0.49707519769330943,FIN,Normal,0
UDP,dns,88,21,486,2557,0.6055788953653686,INT,Generic,1
TCP,ftp,16,85,3208,3539,0.4530802155081387,CON,Exploits,1
UDP,-,1,60,261,8676,0.5481561478595406,REQ,Fuzzers,1
TCP,http,39,7,3300,278,0.7710950629117076,FIN,Normal,0
UDP,dns,56,30,3928,5599,0.537397846780298,INT,Generic,1
TCP,ftp,53,51,178,2502,0.6003446918803269,CON,Exploits,1
UDP,-,75,85,2423,7076,0.5259512710139178,REQ,Fuzzers,1
TCP,http,27,91,798,6441,0.8808995069720247,FIN,Normal,0
UDP,dns,60,23,3705,4897,0.8390519395561484,INT,Generic,1
TCP,ftp,24,53,3432,9452,0.5646844525089092,CON,Exploits,1
UDP,-,81,81,4606,4638,0.5328056482100707,REQ,Fuzzers,1
TCP,http,99,71,1750,2455,0.040478427376358206,FIN,Normal,0
UDP,dns,78,35,717,1325,0.8075383539641794,INT,Generic,1
TCP,ftp,20,12,4641,1988,0.6000375802220338,CON,Exploits,1
UDP,-,7,31,1674,9881,0.8201920817889741,REQ,Fuzzers,1
TCP,http,27,89,3907,8190,0.8182891505259106,FIN,Normal,0
UDP,dns,36,26,4012,9695,0.3834447850414128,INT,Generic,1
TCP,ftp,76,83,1566,3103,0.6329091381341122,CON,Exploits,1
UDP,-,28,20,1893,6759,0.02436389756459001,REQ,Fuzzers,1
TCP,http,13,89,4651,3822,0.18924421042514739,FIN,Normal,0
UDP,dns,82,29,993,6564,0.3284097823292106,INT,Generic,1
TCP,ftp,8,5,3472,9066,0.6084867580216642,CON,Exploits,1
UDP,-,78,55,3290,1663,0.8687091992956965,REQ,Fuzzers,1
TCP,http,25,61,1601,6840,0.5182900374501495,FIN,Normal,0
UDP,dns,24,5,3325,2508,0.7590926075413335,INT,Generic,1
TCP,ftp,79,18,2596,1133,0.7106688925525322,CON,Exploits,1
UDP,-,84,8,3360,3653,0.7878027741367515,REQ,Fuzzers,1
TCP,http,29,12,2867,4651,0.5909528112461214,FIN,Normal,0
UDP,dns,5,70,3057,1402,0.07743655689732332,INT,Generic,1
TCP,ftp,50,18,262,2301,0.12799728283761425,CON,Exploits,1
UDP,-,88,33,1375,3555,0.8031371686758558,REQ,Fuzzers,1
TCP,http,42,97,2288,7157,0.6252673170030489,FIN,Normal,0
UDP,dns,1,99,1774,4150,0.17224888603043564,INT,Generic,1
TCP,ftp,74,94,4610,4717,0.9582022462871018,CON,Exploits,1
UDP,-,56,72,530,3478,0.3486324156252588,REQ,Fuzzers,1
TCP,http,38,37,3126,5268,0.08824546655854093,FIN,Normal,0
UDP,dns,56,38,4333,5173,0.673669076127222,INT,Generic,1
TCP,ftp,71,83,2044,4111,0.48923188432608633,CON,Exploits,1
UDP,-,14,20,4703,9452,0.007206952987471538,REQ,Fuzzers,1
TCP,http,29,83,3849,6101,0.5288084575162261,FIN,Normal,0
UDP,dns,4,79,1616,66,0.9926500930515336,INT,Generic,1
TCP,ftp,35,2,1163,6814,0.018829961650423277,CON,Exploits,1
UDP,-,31,87,128,8056,0.4828092141811775,REQ,Fuzzers,1
TCP,http,12,55,2370,7385,0.0037375289251359023,FIN,Normal,0
UDP,dns,82,59,1120,5346,0.7831298273225468,INT,Generic,1
TCP,ftp,14,3,1947,7496,0.7235009051040173,CON,Exploits,1
UDP,-,67,37,339,3712,0.28709782902583536,REQ,Fuzzers,1
TCP,http,85,1,4101,4747,0.8579030769839748,FIN,Normal,0
UDP,dns,22,90,1556,4222,0.1515017075756091,INT,Generic,1
TCP,ftp,12,23,3243,8470,0.5814294658350115,CON,Exploits,1
UDP,-,27,4,3939,3745,0.8028394132672647,REQ,Fuzzers,1
TCP,http,21,52,3366,3860,0.47878709583504,FIN,Normal,0
UDP,dns,8,82,2613,443,0.1812833239973496,INT,Generic,1
TCP,ftp,62,46,2445,7812,0.9450672016053642,CON,Exploits,1
UDP,-,17,89,3625,8949,0.3117846534650812,REQ,Fuzzers,1
TCP,http,67,4,1416,247,0.9172482249217121,FIN,Normal,0
UDP,dns,5,77,999,5454,0.5084468308972889,INT,Generic,1
TCP,ftp,26,49,2718,4637,0.5324526076931756,CON,Exploits,1
UDP,-,51,30,874,3408,0.523805768577893,REQ,Fuzzers,1
TCP,http,23,68,1807,2677,0.4092120904974512,FIN,Normal,0
UDP,dns,74,45,2269,7020,0.6981381295464211,INT,Generic,1
TCP,ftp,74,48,879,6632,0.26187220498998787,CON,Exploits,1
UDP,-,63,55,371,9171,0.894154498988858,REQ,Fuzzers,1
TCP,http,52,18,3198,2240,0.025584115691924425,FIN,Normal,0
UDP,dns,32,97,1184,5962,0.9145198698699758,INT,Generic,1
TCP,ftp,20,1,3397,4758,0.8027814068750221,CON,Exploits,1
UDP,-,47,63,2724,4559,0.2524186364484815,REQ,Fuzzers,1
TCP,http,30,93,858,9239,0.4700043391278327,FIN,Normal,0
UDP,dns,18,45,132,4082,0.48670683699081885,INT,Generic,1
TCP,ftp,72,31,493,6716,0.2824352563648952,CON,Exploits,1
UDP,-,97,69,535,2134,0.8857824021397284,REQ,Fuzzers,1
TCP,http,15,1,1153,2104,0.981262341161255,FIN,Normal,0
UDP,dns,86,52,3625,1266,0.34091523828813164,INT,Generic,1
TCP,ftp,90,64,1900,157,0.5508134099680152,CON,Exploits,1
UDP,-,93,84,3040,1791,0.8964689487110719,REQ,Fuzzers,1
TCP,http,86,43,532,7541,0.7760899844459347,FIN,Normal,0
UDP,dns,60,31,4123,8643,0.8967140065280462,INT,Generic,1
TCP,ftp,70,37,1127,1753,0.44067548121706457,CON,Exploits,1
UDP,-,89,53,1899,7161,0.5157500415481605,REQ,Fuzzers,1
TCP,http,84,95,3249,3753,0.38734696294419757,FIN,Normal,0
UDP,dns,72,90,226,5659,0.8043644324329794,INT,Generic,1
TCP,ftp,36,78,1980,758,0.09208898583770386,CON,Exploits,1
UDP,-,48,72,4304,330,0.8905754730236976,REQ,Fuzzers,1
TCP,http,53,55,781,3786,0.4932364082052345,FIN,Normal,0
UDP,dns,61,92,573,3701,0.9390144233710097,INT,Generic,1
TCP,ftp,78,21,2260,5956,0.8918850551739337,CON,Exploits,1
UDP,-,2,13,1437,6812,0.7477994282582037,REQ,Fuzzers,1
TCP,http,11,29,1419,3592,0.2451224434551691,FIN,Normal,0
UDP,dns,17,31,4018,1556,0.34366565205468547,INT,Generic,1
TCP,ftp,73,40,4399,2446,0.08580329139758558,CON,Exploits,1
UDP,-,77,80,4802,5362,0.5389591910481705,REQ,Fuzzers,1
TCP,http,47,18,1776,2498,0.5557106021364326,FIN,Normal,0
UDP,dns,30,10,1004,6127,0.5838802246115548,INT,Generic,1
TCP,ftp,63,80,1818,7140,0.0905631717824471,CON,Exploits,1
UDP,-,63,22,1145,1983,0.8123748459879623,REQ,Fuzzers,1
TCP,http,60,59,2864,8926,0.0404659191754535,FIN,Normal,0
UDP,dns,56,86,104,7802,0.3231562975324934,INT,Generic,1
TCP,ftp,3,66,4824,4366,0.02680702148762093,CON,Exploits,1
UDP,-,18,20,3476,1850,0.025170798287978857,REQ,Fuzzers,1
TCP,http,13,20,2651,5748,0.476509265503117,FIN,Normal,0
UDP,dns,49,2,3505,8112,0.2812914860583535,INT,Generic,1
TCP,ftp,94,94,492,4058,0.2705907611509413,CON,Exploits,1
UDP,-,67,90,1814,2071,0.8587955670643891,REQ,Fuzzers,1
TCP,http,32,14,4498,4113,0.5543089448646212,FIN,Normal,0
UDP,dns,94,97,3080,8526,0.24554677810066672,INT,Generic,1
TCP,ftp,30,86,2582,6692,0.800556929005905,CON,Exploits,1
UDP,-,12,0,2630,9849,0.03377403600993101,REQ,Fuzzers,1
TCP,http,47,66,2883,5841,0.672107641795612,FIN,Normal,0
UDP,dns,61,77,4358,9409,0.24677909440906376,INT,Generic,1
TCP,ftp,78,74,1658,1812,0.9790992618051179,CON,Exploits,1
UDP,-,99,4,3607,6025,0.9010122854668069,REQ,Fuzzers,1
TCP,http,61,48,691,4006,0.8981972565807173,FIN,Normal,0
UDP,dns,80,36,4006,1368,0.9679481320215987,INT,Generic,1
TCP,ftp,99,71,4264,3801,0.23024289599523906,CON,Exploits,1
UDP,-,57,84,330,2317,0.24662573251943953,REQ,Fuzzers,1
TCP,http,6,9,1704,7553,0.41024241072780254,FIN,Normal,0
UDP,dns,6,96,4012,4990,0.7428936674513262,INT,Generic,1
TCP,ftp,99,55,4550,3874,0.9519463436841191,CON,Exploits,1
UDP,-,70,72,4565,8338,0.6634853309429298,REQ,Fuzzers,1
TCP,http,6,75,3564,1575,0.1441811238712709,FIN,Normal,0
UDP,dns,21,52,1138,5366,0.46969809453693934,INT,Generic,1
TCP,ftp,45,12,3580,6265,0.05164901538321498,CON,Exploits,1
UDP,-,89,71,1011,675,0.9109611836744781,REQ,Fuzzers,1
TCP,http,1,85,855,5755,0.9809938025840144,FIN,Normal,0
UDP,dns,69,37,3011,9285,0.4854858994617893,INT,Generic,1
TCP,ftp,81,14,2168,8766,0.054143234434140375,CON,Exploits,1
UDP,-,31,29,4190,7582,0.03224516512929243,REQ,Fuzzers,1
TCP,http,5,67,1706,6018,0.47860914020170564,FIN,Normal,0
UDP,dns,58,88,731,1358,0.5595179484696269,INT,Generic,1
TCP,ftp,26,85,2304,7756,0.5817517181865897,CON,Exploits,1
UDP,-,4,9,4372,5585,0.945359189662288,REQ,Fuzzers,1
TCP,http,35,56,4288,8929,0.5730993138993183,FIN,Normal,0
UDP,dns,27,1,104,5807,0.43566331644384826,INT,Generic,1
TCP,ftp,25,96,956,7210,0.5766089824955237,CON,Exploits,1
UDP,-,18,4,3009,1903,0.8170374195606076,REQ,Fuzzers,1
TCP,http,88,6,4245,514,0.8676345369918906,FIN,Normal,0
UDP,dns,78,36,1970,6109,0.10895727882547346,INT,Generic,1
TCP,ftp,5,9,3510,4478,0.7639750392904943,CON,Exploits,1
UDP,-,31,27,795,4712,0.6971174196400513,REQ,Fuzzers,1
TCP,http,72,89,2906,2317,0.8715860315683772,FIN,Normal,0
UDP,dns,70,6,3991,4623,0.9842592249635648,INT,Generic,1
TCP,ftp,24,81,1882,6164,0.3995196604646677,CON,Exploits,1
UDP,-,44,72,552,7331,0.9500810375281011,REQ,Fuzzers,1
TCP,http,32,44,4614,9506,0.02944468674140943,FIN,Normal,0
UDP,dns,59,83,4423,7972,0.5624100538885424,INT,Generic,1
TCP,ftp,41,39,1722,8504,0.9256943525685282,CON,Exploits,1
UDP,-,3,1,553,8596,0.13665692234497206,REQ,Fuzzers,1
TCP,http,68,17,3667,3503,0.5440820342301517,FIN,Normal,0
UDP,dns,60,79,3186,9748,0.9311127381712322,INT,Generic,1
TCP,ftp,52,50,1131,2647,0.5672018335852492,CON,Exploits,1
UDP,-,2,14,2567,3943,0.2651827852323727,REQ,Fuzzers,1
TCP,http,20,42,3572,5202,0.21024363552054193,FIN,Normal,0
UDP,dns,12,13,431,2597,0.6058000236115507,INT,Generic,1
TCP,ftp,62,7,1533,6956,0.31826982866055653,CON,Exploits,1
UDP,-,36,13,1635,7467,0.12112218894697424,REQ,Fuzzers,1
TCP,http,58,2,1023,1920,0.22652910252916758,FIN,Normal,0
UDP,dns,50,28,814,1113,0.7930583723104518,INT,Generic,1
TCP,ftp,95,97,2696,1911,0.8122565476275361,CON,Exploits,1
UDP,-,1,60,3717,8951,0.42931690234954534,REQ,Fuzzers,1
TCP,http,97,29,4751,829,0.581728118496856,FIN,Normal,0
UDP,dns,84,18,282,6046,0.09565375545136634,INT,Generic,1
TCP,ftp,43,41,1002,9681,0.14545435352832603,CON,Exploits,1
UDP,-,48,77,2094,6210,0.7923330044178722,REQ,Fuzzers,1
TCP,http,39,47,2177,4996,0.5115079665530838,FIN,Normal,0
UDP,dns,42,36,1555,7130,0.561744307748898,INT,Generic,1
TCP,ftp,82,30,2700,6947,0.19616550943162026,CON,Exploits,1
UDP,-,44,17,131,3086,0.8476826838557451,REQ,Fuzzers,1
TCP,http,51,54,1373,1729,0.49997104513883484,FIN,Normal,0
UDP,dns,58,32,1263,6776,0.45382464012801316,INT,Generic,1
TCP,ftp,82,89,2547,4448,0.039980471008161156,CON,Exploits,1
UDP,-,71,14,982,3969,0.2327003780963054,REQ,Fuzzers,1
TCP,http,38,97,3783,1565,0.7998289248355306,FIN,Normal,0
UDP,dns,8,12,3796,2340,0.9530551978851513,INT,Generic,1
TCP,ftp,44,53,2179,9510,0.5368971026105023,CON,Exploits,1
UDP,-,75,11,2968,5095,0.05549902516775118,REQ,Fuzzers,1
TCP,http,19,86,3820,1147,0.9596013492325662,FIN,Normal,0
UDP,dns,52,75,1030,2205,0.44613325683849325,INT,Generic,1
TCP,ftp,51,83,1624,7667,0.19639514743632114,CON,Exploits,1
UDP,-,52,39,4504,3952,0.2608720350152042,REQ,Fuzzers,1
TCP,http,70,56,1134,9485,0.19188845382064923,FIN,Normal,0
UDP,dns,53,50,2434,4330,0.5415735790054916,INT,Generic,1
TCP,ftp,36,14,678,9566,0.17991198001208075,CON,Exploits,1
UDP,-,7,29,2256,3742,0.8530287021427734,REQ,Fuzzers,1
TCP,http,55,21,448,7421,0.43462843733000844,FIN,Normal,0
UDP,dns,23,91,2204,12,0.5469401240819608,INT,Generic,1
TCP,ftp,44,66,579,9384,0.8242972347519361,CON,Exploits,1
UDP,-,80,20,2200,737,0.8556246492548644,REQ,Fuzzers,1
TCP,http,73,75,4770,5097,0.6825165449270034,FIN,Normal,0
UDP,dns,62,7,1068,9827,0.4394258143673333,INT,Generic,1
TCP,ftp,24,70,591,3579,0.4689702197760731,CON,Exploits,1
UDP,-,3,24,1888,259,0.32763776342839823,REQ,Fuzzers,1
TCP,http,23,83,4328,8168,0.2897289654927192,FIN,Normal,0
UDP,dns,73,24,4531,2386,0.692274347251242,INT,Generic,1
TCP,ftp,42,29,4017,7180,0.2753548143670911,CON,Exploits,1
UDP,-,91,77,2011,9094,0.696299006064543,REQ,Fuzzers,1
TCP,http,93,51,79,1073,0.20959840855306022,FIN,Normal,0
UDP,dns,27,41,801,211,0.695877676583328,INT,Generic,1
TCP,ftp,96,88,1332,8473,0.8466123411936363,CON,Exploits,1
UDP,-,60,25,2550,1577,0.23338387570209895,REQ,Fuzzers,1
TCP,http,33,22,947,5682,0.15087965392207092,FIN,Normal,0
UDP,dns,82,98,620,3875,0.9289045462155806,INT,Generic,1
TCP,ftp,30,43,802,3860,0.6524362643891158,CON,Exploits,1
UDP,-,44,82,3312,7698,0.47070822385189903,REQ,Fuzzers,1
TCP,http,96,62,4926,2895,0.7728453431341633,FIN,Normal,0
UDP,dns,99,98,4187,729,0.6845389812354365,INT,Generic,1
TCP,ftp,92,41,4069,343,0.38965874415982193,CON,Exploits,1
UDP,-,51,12,2017,6370,0.25638245318069386,REQ,Fuzzers,1
TCP,http,62,29,1566,3568,0.5372697125711828,FIN,Normal,0
UDP,dns,30,36,260,2700,0.8626590189582964,INT,Generic,1
TCP,ftp,96,11,4227,6768,0.10650834988026259,CON,Exploits,1
UDP,-,35,37,1269,9118,0.12583471132976853,REQ,Fuzzers,1
TCP,http,78,36,2936,7513,0.8891234843176623,FIN,Normal,0
UDP,dns,41,1,3536,6692,0.0785425386537868,INT,Generic,1
TCP,ftp,7,33,1877,8784,0.5016372320260881,CON,Exploits,1
UDP,-,62,39,4548,5245,0.7698955392116936,REQ,Fuzzers,1
TCP,http,9,51,4516,1577,0.9574623771998658,FIN,Normal,0
UDP,dns,44,69,4728,5374,0.6133933532448231,INT,Generic,1
TCP,ftp,12,2,4666,9271,0.49831805056034284,CON,Exploits,1
UDP,-,34,11,2219,5813,0.17821987045124166,REQ,Fuzzers,1
TCP,http,61,56,3444,6676,0.09001047888269642,FIN,Normal,0
UDP,dns,26,19,1185,6887,0.6483881252170033,INT,Generic,1
TCP,ftp,17,90,3687,5491,0.13624895018682182,CON,Exploits,1
UDP,-,34,64,2735,8650,0.5842623671566364,REQ,Fuzzers,1
TCP,http,73,67,3042,4335,0.6388745052199029,FIN,Normal,0
UDP,dns,72,28,1990,2193,0.13338226592882063,INT,Generic,1
TCP,ftp,72,56,477,9362,0.5359926450882622,CON,Exploits,1
UDP,-,55,36,1289,2919,0.8752468216547507,REQ,Fuzzers,1
TCP,http,16,74,2726,7468,0.29480669644402,FIN,Normal,0
UDP,dns,56,68,825,1220,0.8020900794240711,INT,Generic,1
TCP,ftp,54,73,3883,7462,0.6674626006848813,CON,Exploits,1
UDP,-,70,98,3679,6957,0.5920532308258571,REQ,Fuzzers,1
TCP,http,4,25,4213,7939,0.1348477847499423,FIN,Normal,0
UDP,dns,11,79,3357,5934,0.1593647332514404,INT,Generic,1
TCP,ftp,3,11,1955,3332,0.7931102665027104,CON,Exploits,1
UDP,-,73,89,726,8634,0.9504275220576142,REQ,Fuzzers,1
TCP,http,28,81,3802,3091,0.987695943174168,FIN,Normal,0
UDP,dns,9,93,2776,3886,0.038728201215689984,INT,Generic,1
TCP,ftp,70,44,2996,2933,0.4673547260487021,CON,Exploits,1
UDP,-,37,52,3710,5343,0.9707930675658084,REQ,Fuzzers,1
TCP,http,64,15,2090,8423,0.716382253102139,FIN,Normal,0
UDP,dns,54,92,930,1163,0.41243058008888256,INT,Generic,1
TCP,ftp,84,16,1421,7030,0.8810859825169962,CON,Exploits,1
UDP,-,52,22,2688,4171,0.3814223699615523,REQ,Fuzzers,1
TCP,http,98,76,580,6268,0.04892077874882306,FIN,Normal,0
UDP,dns,51,82,546,9957,0.7914905634504489,INT,Generic,1
TCP,ftp,75,82,289,1143,0.4535177647938131,CON,Exploits,1
UDP,-,21,54,4277,2747,0.7238811887368864,REQ,Fuzzers,1
TCP,http,67,24,2378,707,0.24832357624057477,FIN,Normal,0
UDP,dns,91,42,1310,7350,0.8635266462550196,INT,Generic,1
TCP,ftp,83,12,4804,8724,0.8689188543955121,CON,Exploits,1
UDP,-,38,57,4291,3216,0.06359452002051802,REQ,Fuzzers,1
TCP,http,23,10,3636,7913,0.6586191856294314,FIN,Normal,0
UDP,dns,33,60,3177,966,0.5306655454383293,INT,Generic,1
TCP,ftp,84,77,191,2964,0.9571040392221983,CON,Exploits,1
UDP,-,73,9,3420,2841,0.8192239554723408,REQ,Fuzzers,1
TCP,http,13,9,2661,40,0.0027461517132021385,FIN,Normal,0
UDP,dns,15,37,1525,5763,0.258863730410691,INT,Generic,1
TCP,ftp,54,13,3557,7763,0.05399665087261152,CON,Exploits,1
UDP,-,23,69,1664,5331,0.016485697348640693,REQ,Fuzzers,1
TCP,http,95,70,2713,9386,0.7954316030857763,FIN,Normal,0
UDP,dns,8,77,364,2671,0.30129504982338706,INT,Generic,1
TCP,ftp,65,58,4327,6450,0.6059656596612447,CON,Exploits,1
UDP,-,76,80,4224,4956,0.5588298603606855,REQ,Fuzzers,1
TCP,http,43,72,422,2339,0.41800791833190165,FIN,Normal,0
UDP,dns,23,41,3266,5855,0.02475761835878365,INT,Generic,1
TCP,ftp,2,35,250,8494,0.2616566095503916,CON,Exploits,1
UDP,-,70,99,3011,5467,0.5535412504992111,REQ,Fuzzers,1
TCP,http,46,26,3887,1742,0.41193684850630796,FIN,Normal,0
UDP,dns,62,79,1251,577,0.6057801326954738,INT,Generic,1
TCP,ftp,1,18,720,1273,0.532687697818536,CON,Exploits,1
UDP,-,50,56,3781,2247,0.07382191468857535,REQ,Fuzzers,1
TCP,http,95,12,3917,2829,0.5233807752133585,FIN,Normal,0
UDP,dns,16,63,2124,4337,0.7566465617503952,INT,Generic,1
TCP,ftp,4,64,945,6416,0.4324018466620183,CON,Exploits,1
UDP,-,14,56,532,8337,0.04548568806523401,REQ,Fuzzers,1
TCP,http,74,67,3058,5337,0.0951392892486681,FIN,Normal,0
UDP,dns,35,86,4490,5805,0.5354239187931866,INT,Generic,1
TCP,ftp,34,42,1706,5986,0.1539894446535991,CON,Exploits,1
UDP,-,76,90,3023,9659,0.5275966756753909,REQ,Fuzzers,1
TCP,http,21,75,4810,5377,0.02147441134433903,FIN,Normal,0
UDP,dns,48,21,1992,395,0.8169820735766145,INT,Generic,1
TCP,ftp,17,86,4515,1355,0.48330096382001164,CON,Exploits,1
